"repo","call_id","file","enclosing_qname","framework","pattern","callable","call_source","call_line","call_col","is_await","arg_count","fp_tier"
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::1484::27","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._CodexCompletionsAdapter.create","openai","responses.create","self._client.responses.create","self._client.responses.create(**stream_kwargs)","1484","27","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::8552::19","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._acreate_with_stream","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(**stream_kwargs)","8552","19","True","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::9569::25","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._async_call_llm_impl","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(**_kwargs)","9569","25","True","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::8822::19","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._call_llm_impl","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(**kwargs)","8822","19","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::8340::15","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._create_with_progress","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(**kwargs)","8340","15","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::8347::17","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._create_with_progress","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(**stream_kwargs)","8347","17","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::8369::15","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._create_with_progress","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(**kwargs)","8369","15","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::2977::42","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._relay_async_completion","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(**request)","2977","42","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::2949::42","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._relay_sync_completion","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(**request)","2949","42","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::3003::15","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._relay_sync_stream","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(**kwargs)","3003","15","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/auxiliary_client.py::3009::24","NousResearch_hermes-agent/agent/auxiliary_client.py","NousResearch_hermes-agent.agent.auxiliary_client._relay_sync_stream","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(**request)","3009","24","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/chat_completion_helpers.py::512::11","NousResearch_hermes-agent/agent/chat_completion_helpers.py","NousResearch_hermes-agent.agent.chat_completion_helpers._dispatch_nonstreaming_api_request","openai","chat.completions.create","request_client.chat.completions.create","request_client.chat.completions.create(**api_kwargs)","512","11","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/chat_completion_helpers.py::510::15","NousResearch_hermes-agent/agent/chat_completion_helpers.py","NousResearch_hermes-agent.agent.chat_completion_helpers._dispatch_nonstreaming_api_request","openai","chat.completions.create","agent.client.chat.completions.create","agent.client.chat.completions.create(**api_kwargs)","510","15","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/chat_completion_helpers.py::2357::36","NousResearch_hermes-agent/agent/chat_completion_helpers.py","NousResearch_hermes-agent.agent.chat_completion_helpers.handle_max_iterations","openai","chat.completions.create","summary_client.chat.completions.create","summary_client.chat.completions.create(**request)","2357","36","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/chat_completion_helpers.py::2419::36","NousResearch_hermes-agent/agent/chat_completion_helpers.py","NousResearch_hermes-agent.agent.chat_completion_helpers.handle_max_iterations","openai","chat.completions.create","summary_client.chat.completions.create","summary_client.chat.completions.create(**request)","2419","36","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/agent/chat_completion_helpers.py::3107::19","NousResearch_hermes-agent/agent/chat_completion_helpers.py","NousResearch_hermes-agent.agent.chat_completion_helpers.interruptible_streaming_api_call","openai","chat.completions.create","request_client.chat.completions.create","request_client.chat.completions.create(**stream_kwargs)","3107","19","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/mini_swe_runner.py::468::31","NousResearch_hermes-agent/mini_swe_runner.py","NousResearch_hermes-agent.mini_swe_runner.MiniSWERunner.run_task","openai","chat.completions.create","self.client.chat.completions.create","self.client.chat.completions.create(**api_kwargs)","468","31","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/optional-skills/research/darwinian-evolver/scripts/parrot_openrouter.py::47::12","NousResearch_hermes-agent/optional-skills/research/darwinian-evolver/scripts/parrot_openrouter.py","NousResearch_hermes-agent.optional-skills.research.darwinian-evolver.scripts.parrot_openrouter._prompt_llm","openai","chat.completions.create","_client().chat.completions.create","_client().chat.completions.create(model=DEFAULT_MODEL, max_tokens=1024, messages=[{'role': 'user', 'content': prompt}])","47","12","False","3",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/optional-skills/research/darwinian-evolver/templates/custom_problem_template.py::55::12","NousResearch_hermes-agent/optional-skills/research/darwinian-evolver/templates/custom_problem_template.py","NousResearch_hermes-agent.optional-skills.research.darwinian-evolver.templates.custom_problem_template._prompt_llm","openai","chat.completions.create","_client().chat.completions.create","_client().chat.completions.create(model=DEFAULT_MODEL, max_tokens=max_tokens, messages=[{'role': 'user', 'content': prompt}])","55","12","False","3",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/optional-skills/security/godmode/scripts/auto_jailbreak.py::355::19","NousResearch_hermes-agent/optional-skills/security/godmode/scripts/auto_jailbreak.py","NousResearch_hermes-agent.optional-skills.security.godmode.scripts.auto_jailbreak._test_query","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(model=model, messages=messages, max_tokens=2048, temperature=0.7, timeout=timeout)","355","19","False","5",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/optional-skills/security/godmode/scripts/godmode_race.py::286::19","NousResearch_hermes-agent/optional-skills/security/godmode/scripts/godmode_race.py","NousResearch_hermes-agent.optional-skills.security.godmode.scripts.godmode_race._query_model","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(model=model, messages=messages, max_tokens=4096, temperature=0.7, timeout=timeout)","286","19","False","5",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py::288::15","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py","NousResearch_hermes-agent.plugins.memory.mem0._backend.OSSBackend.add","mem0",".add","self._memory.add","self._memory.add(messages, **kwargs)","288","15","False","2",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py::273::19","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py","NousResearch_hermes-agent.plugins.memory.mem0._backend.OSSBackend.search","mem0",".search","self._memory.search","self._memory.search(query, filters=filters, top_k=top_k)","273","19","False","3",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py::72::15","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py","NousResearch_hermes-agent.plugins.memory.mem0._backend.PlatformBackend.add","mem0",".add","self._client.add","self._client.add(messages, **kwargs)","72","15","False","2",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py::57::19","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py","NousResearch_hermes-agent.plugins.memory.mem0._backend.PlatformBackend.search","mem0",".search","self._client.search","self._client.search(query, filters=filters, top_k=top_k, rerank=rerank)","57","19","False","4",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/plugins/memory/mem0/_setup.py::862::12","NousResearch_hermes-agent/plugins/memory/mem0/_setup.py","NousResearch_hermes-agent.plugins.memory.mem0._setup._install_provider_deps","mem0",".add","deps.add","deps.add(dep)","862","12","False","1",""
"NousResearch/hermes-agent","NousResearch_hermes-agent/plugins/memory/mem0/_setup.py::211::12","NousResearch_hermes-agent/plugins/memory/mem0/_setup.py","NousResearch_hermes-agent.plugins.memory.mem0._setup._write_env","mem0",".add","updated_keys.add","updated_keys.add(key_match)","211","12","False","1",""
